hard_case_rank,Ref.No.,fco (MPa),type,Specimen,fy (MPa),fcy150 (MPa),R（%),b (mm),h (mm),t (mm),r0 (mm),L (mm),e1 (mm),e2 (mm),Nexp (kN),raw_csv_row_num,actual_nexp_kn,predicted_nexp_kn,error_kn,abs_error_kn,pct_error,abs_pct_error,pred_actual_ratio,abs_log_ratio,Npl (kN),lambda_bar,e/h,xi,axial_flag,section_family,actual_psi,predicted_psi,regime_axiality,regime_section_family,regime_slenderness_state,regime_scale_npl,regime_eccentricity_severity,regime_confinement_level,is_top_abs_error,is_top_abs_pct_error,hard_case_reason,hardness_score
87,"圆钢管活性粉末混凝土短柱轴压受力性能研究, 罗华, Unknown, 2011",75,fck100*100*300,G-6,321.6,71.67,0,152,152,5,76,450,0,0,2945,5628,2945.0,2536.542578909855,-408.4574210901451,408.4574210901451,-13.869521938544823,13.869521938544823,0.8613047806145517,0.14930685273851904,2304.0085374210203,0.1632521588324156,0.0,0.9397968533041512,axial,circular,1.2782070691875431,1.100925859306546,axial,circular,very_stocky,scale_npl_q4,axial,mid_conf,True,False,top_abs_error,0.14095238095238094
88,"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",81.6,"Cylinder,size not specified, assumed as fcy150",UC45H05,351,81.6,0,165,165,3.49,82.5,495,0,0,2892,5779,2892.0,2488.4684548894124,-403.53154511058756,403.53154511058756,-13.953372929135115,13.953372929135115,0.8604662707086488,0.15028086141586236,2544.436104250754,0.1790820628921576,0.0,0.5899643778110546,axial,circular,1.1365976120086503,0.978003908501439,axial,circular,very_stocky,scale_npl_q4,axial,mid_conf,True,False,top_abs_error,0.14047619047619048
89,"Yu Z, Ding F, Lin S. Researches on behavior of high-performance concrete filled tubular steel short columns. Journal of Building Structure 2002;23(2):
41 7 [in Chinese].",87.1,fcu100,G2-8a,438,73.712,0,159,159,8,79.5,500,0,0,3173,8512,3173.0,3602.8888896053636,429.8888896053636,429.8888896053636,13.548341935246253,13.548341935246253,1.1354834193524626,0.12705848038946072,3857.353634087712,0.1876554617499382,0.0,1.7574607832284412,axial,circular,0.8225846787704322,0.9340312637571974,axial,circular,very_stocky,scale_npl_q5,axial,high_conf,True,False,top_abs_error,0.13999999999999999
90,"Effect of steel tube thickness on the behaviour of CFST columns: Experimental tests and design assessment, C. Ibanez; D. Hernandez-Figueirido; A. Piquer, Unknown, 2021",34.04,fcy150,C101.6x5_30,409.35,34.04,0,101.6,101.6,5,50.8,300,0,0,942.2,5833,942.2,1172.1037616281872,229.9037616281871,229.9037616281871,24.400738869474324,24.400738869474324,1.2440073886947434,0.21833793376457694,1143.97134111155,0.1571425229043868,0.0,4.099701595526153,axial,circular,0.8236220315488875,1.0245918927385909,axial,circular,very_stocky,scale_npl_q2,axial,very_high_conf,False,True,top_abs_pct_error,0.13904761904761906
91,"钢管混凝土的若干问题及异形钢管混凝土柱力学性能研究, 李小刚, Unknown, 2019",49.6,fcu150,CFST6,243,41.696,0,300,100,6,0,3000,50,50,702,3949,702.0,916.4696797396426,214.46967973964263,214.46967973964263,30.55123643014852,30.55123643014852,1.3055123643014852,0.26659558004401307,2353.4784000000004,1.0095683898914782,0.5,0.8722049120234603,eccentric,rectangular,0.2982818962774419,0.3894107036374935,eccentric,rectangular,slender,scale_npl_q4,large_ecc,mid_conf,False,True,top_abs_pct_error,0.13714285714285715
92,"Experimental study on CFNRST members under combined compression and bending, Lei Zhang; Chen-Xiang Mao; Li Xiao-Gang; Gen-Shu Tong; Ting Jing; Yan-Chao Wang, Unknown, 2020",49.63,fcu150,CFST5,243,41.724,0,300,100,6,0,3000,50,50,702,4427,702.0,916.4696797396426,214.46967973964263,214.46967973964263,30.55123643014852,30.55123643014852,1.3055123643014852,0.26659558004401307,2354.23872,1.009707904441807,0.5,0.8716776876156284,eccentric,rectangular,0.2981855637817392,0.38928494037326966,eccentric,rectangular,slender,scale_npl_q4,large_ecc,mid_conf,False,True,top_abs_pct_error,0.13714285714285715
93,"Experimental study on behavior of short steel tubular columns filled with ultra-high strength concrete mixed with stone-chip subjected to axial load, Guocan Chen; Zhisheng Xu; Zhishuo Yang; Zhiyou Tian, Journal of Building Structures, 2011",137.3,fcu100,G124,295,121.382,0,152,152,5.5,76,465,0,0,2764,4804,2764.0,3162.3164655427763,398.3164655427763,398.3164655427763,14.410870678103342,14.410870678103342,1.1441087067810334,0.13462591185316214,3263.0011789312484,0.1871029232991292,0.0,0.5220137881328799,axial,circular,0.8470729394297402,0.9691435252801686,axial,circular,very_stocky,scale_npl_q5,axial,mid_conf,True,False,top_abs_error,0.13714285714285715
94,"薄壁钢管混凝土短柱基本力学性能研究, 金周, 华侨大学硕士学位论文, 2008",42.8,"Cube,size not specified, assumed as fcu150",SCFT20-4,140.8,35.431,0,201.3,200.1,1.9,0,640,0,0,1086,4289,1086.0,1330.8758633862599,244.87586338625988,244.87586338625988,22.54842204293369,22.54842204293369,1.2254842204293368,0.20333604787648052,1870.022652,0.1337577815478715,0.0,0.1269786760740323,axial,rectangular,0.5807416283639756,0.7116897017064903,axial,rectangular,very_stocky,scale_npl_q3,axial,low_conf,False,True,top_abs_pct_error,0.1319047619047619
95,"R. Q. Bridge, “Concrete Filled Steel Tubular Columns,” University of Sydney, Department of Civil Engineering, Research Report No. R283, 1976.",31.1,"Cylinder,size not specified, assumed as fcy150",SHC-2,290,31.1,0,204,203.3,10.01,0,3050,0,0,2869,1995,2869.0,2453.41414667218,-415.58585332782013,415.58585332782013,-14.485390495915654,14.485390495915654,0.8551460950408435,0.1564829532494311,3180.92557984,0.5113636676057389,0.0,2.033244570242486,axial,rectangular,0.9019387370088395,0.7712893889191794,axial,rectangular,intermediate,scale_npl_q5,axial,high_conf,True,False,top_abs_error,0.13142857142857142
96,"N. J. Gardner, “Use of spiral welded steel tubes in pipe columns,” JP, vol. 65, no. 11, pp. 937–942, Nov. 1968.",27.8,"Cylinder,size not specified, assumed as fcy150",8,302.4,27.8,0,168.8,168.8,5,84.4,2135,0,0,1165,629,1165.0,1416.9930616041747,251.99306160417473,251.99306160417473,21.630305717096544,21.630305717096544,1.2163030571709654,0.19581597713984747,1723.6196940051643,0.5956819211239797,0.0,2.1304428109552,axial,circular,0.6759031612669131,0.8221030814004665,axial,circular,intermediate,scale_npl_q3,axial,high_conf,False,True,top_abs_pct_error,0.13047619047619047
97,"J. C. Chapman and P. K. Neogi, “Research on concrete filled tubular columns,” Engineering StructuresLaboratory Reports, Civil Engineering Department, Imperial College, May 1966.",23.8,"Cylinder,size not specified, assumed as fcy150",A6,361,23.8,0,355.6,355.6,7.98,177.8,2083,0,0,7433,711,7433.0,6519.448658214889,-913.5513417851107,913.5513417851107,-12.290479507400924,12.290479507400924,0.8770952049259908,0.1311397350036137,6929.612729665974,0.290424516516539,0.0,2.213693551530587,axial,circular,1.0726429152640815,0.9408099575759616,axial,circular,stocky,scale_npl_q5,axial,high_conf,True,False,top_abs_error,0.13047619047619047
98,"设肋方形薄壁钢管混凝土短柱试验研究, 董志君; 张耀春; 陈勇, 低温建筑技术, 2005",29.15,"fck,size not specified, assumed as fck150",SC200-1-1,373,29.15,0,200,200,1.25,0,593,0,0,1590,3720,1590.0,1888.3999546221305,298.3999546221305,298.3999546221305,18.76729274353022,18.76729274353022,1.1876729274353022,0.1719958694280567,1505.3696875,0.1279105715401436,0.0,0.3239464142258506,axial,square,1.0562189561824826,1.2544426597019083,axial,square,very_stocky,scale_npl_q3,axial,low_conf,False,True,top_abs_pct_error,0.12904761904761905
99,"Structures | Axial compression performance of concrete-filled-steel tube flat columns with a large steel ratio | Hangin Wang, Dianchun Xuan, Qing Jiang, Junqi Huang, Xun Chong | 2024",39.2,fcu100,C6,356.7,30.577,0,400,150,10,0,1200,0,0,4685,7323,4685.0,5294.7724806211845,609.7724806211845,609.7724806211845,13.015421144529018,13.015421144529018,1.1301542114452903,0.12235409371859078,5574.82,0.2841827440351152,0.0,1.8788420226390148,axial,rectangular,0.840385877929691,0.9497656391813879,axial,rectangular,stocky,scale_npl_q5,axial,high_conf,True,False,top_abs_error,0.12904761904761905
100,"J. M. Portolés, E. Serra, and M. L. Romero, “Influence of ultra-high strength infill in slender concrete-filled steel tubular columns,” Journal of Constructional Steel Research, vol. 86, pp. 107–114, Jul. 2013.",120.1,"Cylinder,size not specified, assumed as fcy150",13,457,120.1,0,159,159,6,79.5,2135,0,0,2792,1075,2792.0,2377.4713495461638,-414.52865045383624,414.52865045383624,-14.847014701068634,14.847014701068634,0.8515298529893137,0.16072072019940162,4010.7176368440296,0.8696096389431658,0.0,0.9676802635148744,axial,circular,0.696134770084932,0.5927795384311717,axial,circular,intermediate,scale_npl_q5,axial,mid_conf,True,False,top_abs_error,0.12714285714285714
101,"圆钢管UHPC压弯构件N-M曲线研究, 朱骏球, Unknown, 2018",141.1,"fck,size not specified, assumed as fck150",ZS10,365,141.1,0,140,140,10,70,420,0,0,4332.28,6196,4332.28,3759.2530337817325,-573.0269662182673,573.0269662182673,-13.226914378070376,13.226914378070376,0.8677308562192962,0.14187368588458157,3755.1176901891145,0.1775608970212305,0.0,1.353120490926128,axial,circular,1.1537001919590484,1.0011012553889915,axial,circular,very_stocky,scale_npl_q5,axial,mid_conf,True,False,top_abs_error,0.12714285714285714
102,"工程力学 | 不锈钢管混凝土短柱轴压承载力试验研究 | 代鹏, 杨璐, 卫璇... | 2019",53.8,fcu150,D8,542,45.61,0,300,300,10,150,975,0,0,13240,7015,13240.0,11635.271137670925,-1604.7288623290751,1604.7288623290751,-12.120308627863105,12.120308627863105,0.8787969137213689,0.12920145040164377,10732.39128844493,0.1994188901479679,0.0,2.239725978211831,axial,circular,1.233648647739381,1.0841266242499084,axial,circular,very_stocky,scale_npl_q5,axial,high_conf,True,False,top_abs_error,0.12571428571428572
103,"Mechanical properties of self-compacting lower expansion concrete filled rectangular steel tube columns, 刘琦, Unknown, 2018",45.5,fcu100,PY10,334,36.054,0,200,150,6,0,1200,40,40,1164,4420,1164.0,1431.8521709997312,267.85217099973124,267.85217099973124,23.01135489688413,23.01135489688413,1.2301135489688413,0.20710648135827506,2487.06,0.3054597185967866,0.2666666666666666,1.1068709274074675,eccentric,rectangular,0.46802248437914645,0.5757207992568459,eccentric,rectangular,stocky,scale_npl_q4,moderate_ecc,mid_conf,False,True,top_abs_pct_error,0.12285714285714286
104,"Compressive Strength and Deformation Capacity of Concrete-Filled Tubular Stub-Columns, Ben KATO, Journal of Structural and Construction Engineering (AIJ), 1995",30.106,fcy100,R12LB,316.755,28.769,0,249.69,249.69,11.89,0,735.66,0,0,5638.824,3620,5638.824,6373.341072517295,734.5170725172957,734.5170725172957,13.026068423438925,13.026068423438925,1.1302606842343892,0.12244830013121102,4939.7738724766,0.1033258488393231,0.0,2.2150157163985496,axial,square,1.1415146007833197,1.2902090737449006,axial,square,very_stocky,scale_npl_q5,axial,high_conf,True,False,top_abs_error,0.12285714285714286
105,"Researches on Behavior of High-Performance Concrete Filled Tubular Steel Short Columns, Z. W. Yu; F. X. Ding; S. Lin, Journal of Building Structures, 2002",84.4,fcu100,G4-1b,338,71.206,0,165,165,1,82.5,500,0,0,1430.8,5032,1430.8,1723.807889155968,293.0078891559681,293.0078891559681,20.47860561615656,20.47860561615656,1.2047860561615655,0.18630200442544004,2029.1546130253048,0.2024099667778349,0.0,0.1521462295016848,axial,circular,0.7051212316772616,0.8495202278282336,axial,circular,very_stocky,scale_npl_q4,axial,low_conf,False,True,top_abs_pct_error,0.1219047619047619
106,"Experiment on Eccentric Compressive Behaviors of Square CFST Columns with Built-in High-strength Steel Angles, WU Bo; WANG Hui; LIU Xiao-zhu, Unknown, 2021",30,"Cylinder,size not specified, assumed as fcy150",T5-R16-S10-E60,387.4,30,0,240,240,5,0,1120,60,60,3222,4542,3222.0,2734.776540698877,-487.22345930112306,487.22345930112306,-15.12177092802989,15.12177092802989,0.8487822907197011,0.1639525558023493,3369.04,0.1849536245046311,0.25,1.1228985507246376,eccentric,square,0.95635551967326,0.8117376287306999,eccentric,square,very_stocky,scale_npl_q5,moderate_ecc,mid_conf,True,False,top_abs_error,0.11619047619047619
107,"S. Zhong and Y. Wang, “Mechanical properties and design method of load-carrying capacity of CFST under compression,” Journal of Harbin University of Civil Engineering and Architecture, Harbin, China, pp. 1–33, 1978.",42.9,"Cylinder,size not specified, assumed as fcy150",26*,283.22,42.9,0,152,152,7,76,912,0,0,1693.4,880,1693.4,2021.980223183567,328.5802231835669,328.5802231835669,19.403579968322127,19.403579968322127,1.1940357996832212,0.177338997505202,1982.7875411385423,0.2848615959572866,0.0,2.090087910986398,axial,circular,0.8540501515495845,1.0197664556750845,axial,circular,stocky,scale_npl_q4,axial,high_conf,False,True,top_abs_pct_error,0.1142857142857143
108,"湖南大学学报(自然科学版) (Journal of Hunan University (Natural Sciences)) | 局部环向变厚度方钢管混凝土柱偏压力学性能研究 (Study on Mechanical Behavior of Concrete-filled Square Steel Tubular Columns with Local Circumferential Variable Thickness under Eccentric Compression) | 张望喜 (ZHANG Wangxi), 廖宏臻 (LIAO Hongzhen), 解圓聪 (XIE Yuancong)... | 2024",30.5,fcu150,SS-0-0-4,484,24.35,0,200,200,2.98,0,1000,40,40,1331.9,7413,1331.9,1034.0564032758891,-297.84359672411097,297.84359672411097,-22.362309236737815,22.362309236737815,0.7763769076326219,0.2531171710036157,2267.8425,0.2150107794807446,0.2,0.974833649306717,eccentric,square,0.5872982801936202,0.4559648226346799,eccentric,square,very_stocky,scale_npl_q4,moderate_ecc,mid_conf,False,True,top_abs_pct_error,0.11285714285714285
109,"方钢管混凝土偏压柱受力性能的试验研究?, 闻洋; 郝铭科; 李斌, 内蒙古科技大学学报, 2009",68.82,"Cube,size not specified, assumed as fcu150",FGZ6,282,59.811,0,150,150,7.8,0,600,75,75,1276,4205,1276.0,980.3348074705817,-295.6651925294183,295.6651925294183,-23.171253333026513,23.171253333026513,0.7682874666697349,0.26359131030976446,2425.6253952,0.1541066036022519,0.5,0.9512392576908706,eccentric,square,0.5260499014089477,0.40415754609534427,eccentric,square,very_stocky,scale_npl_q4,large_ecc,mid_conf,False,True,top_abs_pct_error,0.11095238095238096
110,"建筑结构学报 | 高强方钢管超高性能混凝土短柱轴压承载力计算方法研究 | 颜燕祥, 徐礼华, 蔡恒... | 2019",89.2,fcu150,S18-44-400,444.6,79.53,0,100,100,14.2,0,300,0,0,3473.6,7631,3473.6,2945.576986352103,-528.0230136478967,528.0230136478967,-15.201031023949124,15.201031023949124,0.8479896897605088,0.1648868015654335,2265.424,0.1249194238194188,0.0,3.954029611443746,axial,square,1.5333112035539485,1.300232091808025,axial,square,very_stocky,scale_npl_q4,axial,very_high_conf,True,False,top_abs_error,0.10857142857142857
111,"Thin-Walled Structures | Axial and bending behaviour of steel tubes infilled with rubberised concrete | A. Mujdeci, Y.T. Guo, D.V. Bompа... | 2022",70.7,fcu100,CFR00E10L2,297,58.609,0,152,152,2.8,76,600,12,12,1330,6811,1330.0,1636.6478039161677,306.64780391616773,306.64780391616773,23.056225858358477,23.056225858358477,1.2305622585835847,0.20747118573610474,1783.613515757877,0.2248128791181866,0.0789473684210526,0.4986813610058088,eccentric,circular,0.745677237949651,0.9176022661056917,eccentric,circular,very_stocky,scale_npl_q3,small_ecc,low_conf,False,True,top_abs_pct_error,0.10666666666666666
112,"D. Hernández-Figueirido, M. L. Romero, J. L. Bonet, and J. M. Montalvá, “Ultimate capacity of rectangular concrete-filled steel tubular columns under unequal load eccentricities,” Journal of Constructional Steel Research, vol. 68, no. 1, pp. 107–117, Jan. 2012.",33.1,"Cylinder,size not specified, assumed as fcy150",R100.150.4_30.275_50.25,424.5,33.1,0,150,100,4,0,2135,50,25,311.2,2887,311.2,549.2670153855361,238.06701538553608,238.06701538553608,76.4996836071774,76.4996836071774,1.764996836071774,0.5681488977897576,1227.0824,0.8281554899716309,0.5,1.8377201340183489,eccentric,rectangular,0.25360970053844795,0.4476203190474707,eccentric,rectangular,intermediate,scale_npl_q2,large_ecc,high_conf,False,True,top_abs_pct_error,0.10571428571428572
113,"H. Nakahara and K. Sakino, “Axial Compressive and Uniform Bending Tests of High Strength Concrete Filled Square Steel Tubular Columns,” Proceedings of the Fifth Pacific Structural Steel Conference, Seoul, Korea, pp. 943–948, 1998.",119,"Cylinder,size not specified, assumed as fcy150",CR4-6-10,310,119,0,200,200,6.39,0,600,0,0,4965,1924,4965.0,5683.691305037955,718.6913050379553,718.6913050379553,14.47515216592055,14.47515216592055,1.1447515216592055,0.1351876018044184,5654.5644716,0.1471501657747297,0.0,0.355650432376775,axial,square,0.8780517093644734,1.0051510303904474,axial,square,very_stocky,scale_npl_q5,axial,low_conf,True,False,top_abs_error,0.10571428571428572
114,"Size effect in circular concrete-filled steel tubes with different diameter-to-thickness ratios under axial compression, Wenjing Wang; Hua Ma; Zhenbao Li; Zhenyun Tang, Engineering Structures, 2017",49.64,fck150,2D/t88-2,590.4,49.64,0,216.9,216.9,2.6,108.45,657,0,0,4244,4991,4244.0,3616.238300297803,-627.7616997021969,627.7616997021969,-14.79174598732792,14.79174598732792,0.8520825401267208,0.16007187876219411,3329.5362337180904,0.1901065579510684,0.0,0.9055501161183348,axial,circular,1.2746519941789998,1.0861087089776322,axial,circular,very_stocky,scale_npl_q5,axial,mid_conf,True,False,top_abs_error,0.10428571428571429
115,"N. J. Gardner, “Use of spiral welded steel tubes in pipe columns,” JP, vol. 65, no. 11, pp. 937–942, Nov. 1968.",33.4,"Cylinder,size not specified, assumed as fcy150",7,302.4,33.4,0,168.8,168.8,5,84.4,2135,0,0,1130,628,1130.0,1427.558596790276,297.55859679027594,297.55859679027594,26.33261918498017,26.33261918498017,1.2633261918498018,0.23374807752090868,1834.531787950042,0.6085290260892875,0.0,1.7732428186992382,axial,circular,0.615960981119163,0.7781596406053397,axial,circular,intermediate,scale_npl_q3,axial,high_conf,False,True,top_abs_pct_error,0.10380952380952381
116,"Z. Tao, L.-H. Han, and Z.-B. Wang, “Experimental behaviour of stiffened concrete-filled thin-walled hollow steel structural (HSS) stub columns,” Journal of Constructional Steel Research, vol. 61, no. 7, pp. 962–983, Jul. 2005.",50.1,"Cylinder,size not specified, assumed as fcy150",UCFT25,234.3,50.1,0,250.4,249,2.5,0,750,0,0,3409,2552,3409.0,2878.161983851363,-530.838016148637,530.838016148637,-15.571663718059167,15.571663718059167,0.8442833628194083,0.16926710279586216,3573.19986,0.1354833170022996,0.0,0.1911191245310093,axial,rectangular,0.954046830170871,0.8054858660638599,axial,rectangular,very_stocky,scale_npl_q5,axial,low_conf,True,False,top_abs_error,0.10380952380952381
117,"Farid Abed, Mohammad AlHamaydeh, Suliman Abdalla,Experimental and numerical investigations of the compressive behavior
of concrete filled steel tubes (CFSTs),Journal of Constructional Steel Research 80 (2013) 429–439",44,"Cylinder,size not specified, assumed as fcy150",CFSTf44D114t5.6,300,44,0,114,114,5.6,57,250,0,0,1314,7680,1314.0,1630.0339239189368,316.0339239189368,316.0339239189368,24.051287969477684,24.051287969477684,1.2405128796947769,0.21552490675988756,1212.3406122608917,0.1061671229311273,0.0,2.319677284226582,axial,circular,1.0838538169149707,1.3445346195893657,axial,circular,very_stocky,scale_npl_q2,axial,high_conf,False,True,top_abs_pct_error,0.10333333333333333
118,"Engineering Structures | Investigation of axial-flexural behaviour of concrete-encased concrete-filled steel tube slender beam-columns | Nuoxin Wu, Kang Hai Tan | 2024",70.3,fcy150,L2600-e80-A,360,70.3,0,210,210,4.8,0,2600,85,85,610.4,7339,610.4,869.2614373536935,258.86143735369353,258.86143735369353,42.40849235807561,42.40849235807561,1.4240849235807562,0.3535294485575849,4208.424048000001,0.5698453885490217,0.4047619047619047,0.490626144581392,eccentric,square,0.1450424180258367,0.20655272079029174,eccentric,square,intermediate,scale_npl_q5,large_ecc,low_conf,False,True,top_abs_pct_error,0.10238095238095239
119,"EXPERIMENTAL STUDY OF STRESS-STAIN RELATION OF ECCENTRICALLY-LOADED CONCRETE-FILLED STEEL TUBULAR COLUMNS, CHEN Bao-chun; WANG Lai-yong; OU Zhi-jing; HAN Lin-hai, Unknown, 2003",58,fcu150,A1,325,49.546,0,219,219,6,109.5,1000,0,0,2989,5457,2989.0,2497.138541935182,-491.8614580648182,491.8614580648182,-16.455719573931688,16.455719573931688,0.8354428042606831,0.1797933901892114,3923.043993729681,0.2448565150772699,0.0,1.009854472342087,axial,circular,0.7619083560565235,0.636530853573509,axial,circular,very_stocky,scale_npl_q5,axial,mid_conf,True,False,top_abs_error,0.10238095238095238
120,"Axial compression test and analysis of circular tube confined HSC stub columns, Zhang Sumei; Liu Jiepeng; Ma Le; Xing Tao, CHINA CIVIL ENGINEERING JOURNAL, 2007",88.14,fcu100,c-140-3-70-c,331.7,74.679,0,138.25,138.25,3.34,69.125,414.75,0,0,2295,4772,2295.0,1880.4010551116046,-414.5989448883954,414.5989448883954,-18.06531350276233,18.06531350276233,0.8193468649723767,0.19924776223463572,1909.685551739606,0.177764152938204,0.0,0.5936215187257201,axial,circular,1.2017685309025856,0.9846652782174924,axial,circular,very_stocky,scale_npl_q3,axial,mid_conf,True,False,top_abs_error,0.1
121,"LOAD-CARRYING CAPACITY OF AXIALLY LOADED CONCRETE-FILLED STEEL TUBULAR COLUMNS MADE OF THIN TUBES, Marcin Abramski, Archives of Civil and Mechanical Engineering, 2018",26.4,fcy150,Zz2r,298,26.4,0,209,209,2,104.5,2170,0,0,1702,5093,1702.0,1342.5509464441511,-359.4490535558489,359.4490535558489,-21.11921583759394,21.11921583759394,0.7888078416240606,0.2372325345361515,1465.9912775042528,0.509791571632846,0.0,0.6824023099122409,axial,circular,1.1609891723895762,0.9157973632215259,axial,circular,intermediate,scale_npl_q3,axial,mid_conf,False,True,top_abs_pct_error,0.09666666666666666
122,"Engineering Structures | Influence of slenderness on confining effect of axially loaded circular CFST columns with high-strength materials | Ci Song, Yan-Bo Wang, Guo-Qiang Li... | 2025",61.82,fcy50,Q550-28-C50-70,597.49,54.663,0,127.5,127.5,4.6,63.75,2225,0,0,1779,6525,1779.0,1409.8180531877426,-369.18194681225737,369.18194681225737,-20.75221735875533,20.75221735875533,0.7924778264124467,0.23259075291241713,2270.023850408913,1.1217366550414003,0.0,2.3407351674679444,axial,circular,0.7836922064407112,0.6210586963365092,axial,circular,slender,scale_npl_q4,axial,high_conf,False,True,top_abs_pct_error,0.09666666666666666
123,"Luksha LK, Nesterovich AP. Strength testing of larger-diameter concrete filled steel tubular members. In: Proceeding of the 3rd international conference on steel–concrete composite structures,1991: 67-69.",41.5,"Cylinder,size not specified, assumed as fcy150",SB-9,336,16.9,0,1020,1020,9.64,510,3060,0,0,30000,8411,30000.0,34090.70262802074,4090.702628020743,4090.702628020743,13.63567542673581,13.63567542673581,1.136356754267358,0.12782731524682087,48415.68534547362,0.1644385247749943,0.0,0.4832793369507758,axial,circular,0.6196339014088685,0.704125169039002,axial,circular,very_stocky,,axial,low_conf,True,False,top_abs_error,0.09571428571428572
124,"Luksha LK, Nesterovich AP. Strength testing of larger-diameter concrete filled steel tubular members. In: Proceeding of the 3rd international conference on steel–concrete composite structures,1991: 67-69.",41.5,"Cylinder,size not specified, assumed as fcy150",SB-10,368.7,28.9,0,1020,1020,13.25,510,3060,0,0,46000,8412,46000.0,39621.86013781409,-6378.139862185912,6378.139862185912,-13.86552143953459,13.86552143953459,0.8613447856046541,0.14926040685550948,55807.62387123738,0.1642445596801994,0.0,0.7346817559097598,axial,circular,0.824260142415916,0.7099721756516989,axial,circular,very_stocky,,axial,mid_conf,True,False,top_abs_error,0.09428571428571429
125,"Farid Abed, Mohammad AlHamaydeh, Suliman Abdalla,Experimental and numerical investigations of the compressive behavior
of concrete filled steel tubes (CFSTs),Journal of Constructional Steel Research 80 (2013) 429–439",60,"Cylinder,size not specified, assumed as fcy150",CFSTf60D114t5.6,300,60,0,114,114,5.6,57,250,0,0,1365,7677,1365.0,1706.073558008452,341.073558008452,341.073558008452,24.98707384677304,24.98707384677304,1.2498707384677303,0.2230401367412914,1345.1400062941411,0.1104448497033896,0.0,1.7010966750994936,axial,circular,1.0147642577076963,1.2683241521517765,axial,circular,very_stocky,scale_npl_q2,axial,high_conf,False,True,top_abs_pct_error,0.09095238095238095
126,"A++B C DEB, F%++’ G+’ C ++’E C +’, 4;<=. >?@ABC&0; E;F ;?C@GB+C&!; 4;HI 9B+C!, Unknown, 2008",34.34,"fck,size not specified, assumed as fck150",C2,366.86,34.34,0,300,300,10,0,900,150,150,8790,3800,8790.0,7491.190730090453,-1298.8092699095469,1298.8092699095469,-14.775987143453321,14.775987143453321,0.8522401285654668,0.15988695082326568,6801.088,0.1152828718667058,0.5,1.526166902404526,eccentric,square,1.2924402683805887,1.1014694604878592,eccentric,square,very_stocky,scale_npl_q5,large_ecc,high_conf,True,False,top_abs_error,0.09095238095238095
127,"Cai Shaohuai.Modern Steel Tube Concrete Structures [M] Beijing: China Communications Press, 2003: 18-63",33.1,"fck,size not specified, assumed as fck150",58,296,26.7,0,166,166,5,83,665,60,60,518,10430,518.0,804.962665786012,286.96266578601205,286.96266578601205,55.39819802818765,55.39819802818765,1.5539819802818766,0.44082065617801697,1760.7164877195985,0.1910552651751151,0.3614457831325301,1.7830586532152528,eccentric,circular,0.29419841502756106,0.4571790355803187,eccentric,circular,very_stocky,scale_npl_q3,large_ecc,high_conf,False,True,top_abs_pct_error,0.09047619047619047
128,"B. Uy, “Strength of short concrete filled high strength steel box columns,” Journal of Constructional Steel Research, vol. 57, no. 2, pp. 113–134, Feb. 2001.",30,"Cylinder,size not specified, assumed as fcy150",HSS12,750,30,0,160,160,5,0,330,0,0,2242,9724,2242.0,2675.0992264028387,433.09922640283867,433.09922640283867,19.317539090224738,19.317539090224738,1.1931753909022473,0.1766181489924065,2925.0,0.1002498737864417,0.0,3.333333333333333,axial,square,0.7664957264957265,0.9145638380864406,axial,square,very_stocky,scale_npl_q4,axial,very_high_conf,True,True,top_abs_error_and_top_abs_pct_error,0.08904761904761904
129,"圆钢管约束高强混凝土短柱的轴压力学性能, 刘界鹏; 张素梅; 郭兰慧, 哈尔滨工业大学学报, 2006",88.14,fcu100,c-140-3-70-c,331.7,74.679,0,138.25,138.25,3.34,69.125,414.75,0,0,2330,5821,2330.0,1880.4010551116046,-449.5989448883954,449.5989448883954,-19.29609205529594,19.29609205529594,0.8070390794470406,0.2143831862997365,1909.685551739606,0.177764152938204,0.0,0.5936215187257201,axial,circular,1.2200961555568735,0.9846652782174924,axial,circular,very_stocky,scale_npl_q3,axial,mid_conf,True,True,top_abs_error_and_top_abs_pct_error,0.08857142857142858
130,"M. Khan, B. Uy, Z. Tao, and F. Mashiri, “Concentrically loaded slender square hollow and composite columns incorporating high strength properties,” Engineering Structures, vol. 131, pp. 69–89, Jan. 2017.",113,"Cylinder,size not specified, assumed as fcy150",CB25-SL1(A),762,113,0,124.1,124.1,4.9,0,1512,0,0,3748,9670,3748.0,3123.719232523491,-624.280767476509,624.280767476509,-16.65637053032308,16.65637053032308,0.8334362946967692,0.18219801078995349,3183.38073,0.6857554793652538,0.0,1.1563421828908556,axial,square,1.1773646691641562,0.9812584473750618,axial,square,intermediate,scale_npl_q5,axial,mid_conf,True,False,top_abs_error,0.08714285714285713
